order_id,customer_id,store,order_date,category,quantity,unit_price,channel,on_time,revenue,complaint
20310,CUST0235,Cedar Falls,2026-06-18,Frozen,3,4.41,pickup,True,13.23,False
20311,CUST0201,Brookhaven,2026-06-18,Pantry,5,4.8,delivery,False,24.0,True
20312,CUST0104,Northgate,2026-06-18,Produce,8,1.66,delivery,True,13.28,False
20313,CUST0269,Elmsford,2026-06-18,Frozen,1,5.95,pickup,True,5.95,False
20314,CUST0121,Brookhaven,2026-06-18,Meat,3,11.46,pickup,True,34.38,False
20315,CUST0235,Brookhaven,2026-06-18,Bakery,3,5.32,pickup,True,15.96,False
20316,CUST0273,Elmsford,2026-06-18,Beverages,4,3.76,pickup,True,15.04,False
20317,CUST0264,Cedar Falls,2026-06-18,Dairy,2,3.07,pickup,True,6.14,True
20318,CUST0274,Cedar Falls,2026-06-18,Meat,2,8.64,pickup,False,17.28,True
20319,CUST0295,Northgate,2026-06-18,Frozen,2,6.45,pickup,True,12.9,False
20320,CUST0260,Brookhaven,2026-06-18,Frozen,2,5.03,pickup,True,10.06,False
20321,CUST0045,Elmsford,2026-06-18,Beverages,5,5.21,pickup,True,26.05,False
20322,CUST0322,Cedar Falls,2026-06-18,Meat,2,10.07,pickup,True,20.14,False
20323,CUST0035,Northgate,2026-06-18,Beverages,3,4.25,pickup,True,12.75,False
20324,CUST0149,Brookhaven,2026-06-18,Bakery,1,4.06,pickup,True,4.06,False
20325,CUST0058,Elmsford,2026-06-19,Meat,2,11.07,delivery,True,22.14,False
20326,CUST0245,Northgate,2026-06-19,Dairy,4,4.02,pickup,True,16.08,False
20327,CUST0320,Northgate,2026-06-19,Frozen,4,5.03,delivery,True,20.12,False
20328,CUST0067,Cedar Falls,2026-06-19,Dairy,5,3.36,pickup,True,16.8,False
20329,CUST0092,Northgate,2026-06-19,Meat,3,10.05,pickup,True,30.15,False
20330,CUST0337,Elmsford,2026-06-19,Meat,3,7.65,pickup,True,22.95,True
20331,CUST0106,Cedar Falls,2026-06-19,Frozen,1,5.63,delivery,True,5.63,False
20332,CUST0240,Brookhaven,2026-06-19,Dairy,4,4.43,delivery,True,17.72,False
20333,CUST0159,Brookhaven,2026-06-19,Dairy,4,3.4,delivery,False,13.6,False
20334,CUST0140,Elmsford,2026-06-19,Bakery,2,3.13,delivery,True,6.26,False
20335,CUST0245,Elmsford,2026-06-19,Household,3,6.61,delivery,True,19.83,False
20336,CUST0170,Cedar Falls,2026-06-19,Pantry,2,3.79,delivery,False,7.58,False
20337,CUST0147,Brookhaven,2026-06-19,Meat,1,11.44,delivery,False,11.44,False
20338,CUST0104,Brookhaven,2026-06-19,Beverages,2,2.94,pickup,True,5.88,False
20339,CUST0136,Cedar Falls,2026-06-19,Produce,4,3.25,delivery,True,13.0,False
20340,CUST0093,Elmsford,2026-06-19,Frozen,3,6.32,pickup,True,18.96,False
20341,CUST0225,Elmsford,2026-06-19,Pantry,1,3.97,pickup,True,3.97,False
20342,CUST0290,Northgate,2026-06-20,Pantry,4,5.31,pickup,True,21.24,False
20343,CUST0279,Cedar Falls,2026-06-20,Dairy,5,3.01,delivery,True,15.05,False
20344,CUST0294,Cedar Falls,2026-06-20,Meat,2,8.0,delivery,False,16.0,False
20345,CUST0189,Northgate,2026-06-20,Household,1,7.5,pickup,True,7.5,False
20346,CUST0244,Elmsford,2026-06-20,Beverages,1,4.39,delivery,True,4.39,False
20347,CUST0274,Elmsford,2026-06-20,Bakery,2,4.3,pickup,True,8.6,False
20348,CUST0283,Northgate,2026-06-20,Produce,6,2.9,pickup,True,17.4,False
20349,CUST0226,Brookhaven,2026-06-20,Produce,8,3.98,delivery,False,31.84,True
20350,CUST0177,Cedar Falls,2026-06-20,Pantry,2,5.8,pickup,True,11.6,False
20351,CUST0103,Elmsford,2026-06-20,Bakery,2,3.57,pickup,True,7.14,False
20352,CUST0092,Northgate,2026-06-20,Beverages,3,2.39,delivery,False,7.17,False
20353,CUST0330,Elmsford,2026-06-20,Dairy,5,3.0,pickup,True,15.0,False
20354,CUST0089,Cedar Falls,2026-06-20,Produce,4,2.44,delivery,True,9.76,False
20355,CUST0252,Northgate,2026-06-20,Dairy,5,3.89,pickup,False,19.45,False
20356,CUST0008,Northgate,2026-06-20,Produce,1,2.33,delivery,False,2.33,True
20357,CUST0025,Northgate,2026-06-20,Frozen,4,5.82,delivery,True,23.28,False
20358,CUST0089,Cedar Falls,2026-06-20,Pantry,5,5.85,delivery,True,29.25,True
20359,CUST0073,Elmsford,2026-06-20,Dairy,5,4.07,pickup,True,20.35,False
20360,CUST0295,Cedar Falls,2026-06-21,Beverages,6,4.0,delivery,True,24.0,False
20361,CUST0083,Elmsford,2026-06-21,Bakery,2,4.32,delivery,True,8.64,False
20362,CUST0080,Elmsford,2026-06-21,Dairy,5,2.48,pickup,True,12.4,False
20363,CUST0296,Elmsford,2026-06-21,Frozen,4,7.47,pickup,False,29.88,False
20364,CUST0210,Cedar Falls,2026-06-21,Produce,3,2.69,pickup,True,8.07,False
20365,CUST0284,Cedar Falls,2026-06-21,Frozen,2,4.01,delivery,False,8.02,True
20366,CUST0307,Northgate,2026-06-21,Beverages,3,2.68,pickup,True,8.04,False
20367,CUST0151,Northgate,2026-06-21,Meat,2,10.49,pickup,True,20.98,False
20368,CUST0117,Elmsford,2026-06-21,Frozen,2,6.26,delivery,True,12.52,True
20369,CUST0327,Northgate,2026-06-21,Bakery,1,4.1,delivery,False,4.1,False
20370,CUST0068,Cedar Falls,2026-06-21,Produce,1,2.62,delivery,True,2.62,False
20371,CUST0080,Cedar Falls,2026-06-21,Pantry,6,4.19,delivery,True,25.14,False
20372,CUST0168,Elmsford,2026-06-21,Pantry,6,4.96,pickup,True,29.76,False
20373,CUST0274,Elmsford,2026-06-21,Dairy,3,4.25,delivery,True,12.75,False
20374,CUST0080,Elmsford,2026-06-22,Meat,1,8.79,pickup,True,8.79,False
20375,CUST0012,Cedar Falls,2026-06-22,Dairy,2,3.19,pickup,True,6.38,False
20376,CUST0249,Northgate,2026-06-22,Produce,3,1.89,pickup,True,5.67,False
20377,CUST0038,Brookhaven,2026-06-22,Beverages,1,4.03,pickup,True,4.03,False
20378,CUST0293,Elmsford,2026-06-22,Frozen,3,6.17,delivery,True,18.51,False
20379,CUST0330,Elmsford,2026-06-22,Frozen,2,5.92,pickup,True,11.84,True
20380,CUST0091,Brookhaven,2026-06-22,Beverages,2,4.26,delivery,True,8.52,False
20381,CUST0312,Brookhaven,2026-06-22,Bakery,2,3.24,delivery,True,6.48,False
20382,CUST0047,Cedar Falls,2026-06-22,Beverages,1,3.11,pickup,True,3.11,False
20383,CUST0047,Northgate,2026-06-22,Household,2,8.49,pickup,True,16.98,False
20384,CUST0196,Northgate,2026-06-22,Dairy,4,2.9,delivery,True,11.6,False
20385,CUST0191,Northgate,2026-06-22,Pantry,2,3.67,pickup,True,7.34,False
20386,CUST0097,Northgate,2026-06-22,Produce,7,3.1,pickup,True,21.7,False
20387,CUST0337,Brookhaven,2026-06-22,Beverages,4,3.78,pickup,True,15.12,False
20388,CUST0039,Northgate,2026-06-22,Beverages,3,2.83,delivery,True,8.49,False
20389,CUST0322,Northgate,2026-06-22,Meat,2,8.21,delivery,False,16.42,False
20390,CUST0150,Cedar Falls,2026-06-22,Produce,3,2.48,delivery,True,7.44,False
20391,CUST0288,Cedar Falls,2026-06-22,Bakery,3,3.11,pickup,True,9.33,False
20392,CUST0034,Elmsford,2026-06-22,Bakery,3,4.74,delivery,True,14.22,False
20393,CUST0008,Elmsford,2026-06-22,Frozen,4,6.18,delivery,True,24.72,False
20394,CUST0120,Northgate,2026-06-23,Bakery,2,4.43,pickup,True,8.86,False
20395,CUST0198,Northgate,2026-06-23,Household,2,6.15,delivery,True,12.3,False
20396,CUST0116,Northgate,2026-06-23,Produce,7,2.9,pickup,True,20.3,False
20397,CUST0044,Brookhaven,2026-06-23,Bakery,3,4.5,pickup,True,13.5,False
20398,CUST0025,Brookhaven,2026-06-23,Pantry,1,3.27,pickup,True,3.27,False
20399,CUST0008,Northgate,2026-06-23,Bakery,2,3.78,pickup,True,7.56,False
20400,CUST0330,Northgate,2026-06-23,Bakery,3,4.24,delivery,True,12.72,False
20401,CUST0036,Cedar Falls,2026-06-23,Meat,2,10.21,delivery,True,20.42,False
20402,CUST0087,Elmsford,2026-06-23,Produce,1,2.49,pickup,True,2.49,False
20403,CUST0303,Brookhaven,2026-06-24,Produce,4,2.41,pickup,True,9.64,False
20404,CUST0219,Cedar Falls,2026-06-24,Frozen,1,5.13,pickup,True,5.13,False
20405,CUST0333,Elmsford,2026-06-24,Dairy,5,3.66,delivery,True,18.3,False
20406,CUST0136,Cedar Falls,2026-06-24,Produce,7,3.57,pickup,True,24.99,False
20407,CUST0237,Northgate,2026-06-24,Frozen,4,4.73,pickup,False,18.92,False
20408,CUST0163,Brookhaven,2026-06-24,Produce,7,2.63,pickup,True,18.41,False
20409,CUST0143,Elmsford,2026-06-24,Frozen,1,6.67,pickup,True,6.67,False
20410,CUST0136,Brookhaven,2026-06-24,Household,3,6.02,pickup,True,18.06,False
20411,CUST0075,Elmsford,2026-06-24,Pantry,2,2.76,delivery,True,5.52,False
20412,CUST0221,Elmsford,2026-06-24,Beverages,1,4.04,pickup,True,4.04,False
20413,CUST0126,Brookhaven,2026-06-24,Produce,2,2.3,pickup,True,4.6,False
20414,CUST0245,Elmsford,2026-06-24,Household,1,8.79,delivery,True,8.79,False
20415,CUST0163,Northgate,2026-06-24,Pantry,4,4.24,pickup,True,16.96,False
20416,CUST0154,Cedar Falls,2026-06-24,Frozen,2,3.79,pickup,True,7.58,False
20417,CUST0271,Cedar Falls,2026-06-24,Household,1,6.47,pickup,True,6.47,False
20418,CUST0149,Cedar Falls,2026-06-25,Frozen,1,6.12,pickup,True,6.12,False
20419,CUST0181,Northgate,2026-06-25,Dairy,5,4.11,pickup,True,20.55,False
20420,CUST0203,Northgate,2026-06-25,Dairy,4,4.21,pickup,True,16.84,False
20421,CUST0135,Elmsford,2026-06-25,Pantry,5,4.82,pickup,True,24.1,False
20422,CUST0320,Northgate,2026-06-25,Frozen,3,6.51,pickup,True,19.53,False
20423,CUST0008,Northgate,2026-06-25,Meat,2,10.3,pickup,True,20.6,False
20424,CUST0337,Cedar Falls,2026-06-25,Produce,6,3.73,pickup,True,22.38,False
20425,CUST0261,Cedar Falls,2026-06-25,Produce,8,1.25,delivery,False,10.0,False
20426,CUST0135,Cedar Falls,2026-06-25,Meat,2,9.06,pickup,True,18.12,False
20427,CUST0180,Elmsford,2026-06-25,Dairy,5,4.1,delivery,True,20.5,False
20428,CUST0172,Brookhaven,2026-06-25,Produce,1,3.0,pickup,True,3.0,False
20429,CUST0235,Brookhaven,2026-06-25,Beverages,4,3.26,pickup,True,13.04,False
20430,CUST0204,Elmsford,2026-06-26,Frozen,2,4.65,pickup,True,9.3,False
20431,CUST0177,Northgate,2026-06-26,Pantry,2,4.25,delivery,True,8.5,False
20432,CUST0329,Northgate,2026-06-26,Meat,1,8.12,pickup,True,8.12,False
20433,CUST0086,Brookhaven,2026-06-26,Frozen,4,5.52,delivery,False,22.08,True
20434,CUST0204,Brookhaven,2026-06-26,Beverages,1,3.23,pickup,True,3.23,False
20435,CUST0334,Cedar Falls,2026-06-26,Bakery,2,3.02,pickup,True,6.04,False
20436,CUST0049,Elmsford,2026-06-26,Bakery,3,4.68,delivery,True,14.04,False
20437,CUST0169,Cedar Falls,2026-06-26,Meat,2,11.61,pickup,True,23.22,False
20438,CUST0038,Elmsford,2026-06-26,Pantry,3,6.69,pickup,True,20.07,False
20439,CUST0274,Elmsford,2026-06-26,Produce,3,1.43,pickup,True,4.29,False
20440,CUST0270,Elmsford,2026-06-26,Meat,2,10.7,pickup,False,21.4,False
20441,CUST0293,Northgate,2026-06-26,Frozen,2,5.68,pickup,True,11.36,False
20442,CUST0209,Cedar Falls,2026-06-26,Bakery,1,2.85,delivery,True,2.85,False
20443,CUST0125,Elmsford,2026-06-26,Beverages,1,3.19,pickup,True,3.19,False
20444,CUST0312,Brookhaven,2026-06-26,Produce,7,2.79,pickup,True,19.53,False
20445,CUST0045,Northgate,2026-06-26,Meat,3,11.05,pickup,True,33.15,False
20446,CUST0198,Cedar Falls,2026-06-26,Pantry,3,6.17,delivery,True,18.51,False
20447,CUST0267,Northgate,2026-06-26,Meat,3,10.95,pickup,True,32.85,False
20448,CUST0312,Elmsford,2026-06-26,Beverages,2,4.04,delivery,True,8.08,False
20449,CUST0306,Elmsford,2026-06-27,Pantry,3,3.09,pickup,True,9.27,False
20450,CUST0165,Cedar Falls,2026-06-27,Frozen,3,6.31,delivery,True,18.93,False
20451,CUST0098,Cedar Falls,2026-06-27,Bakery,3,5.83,pickup,True,17.49,False
20452,CUST0025,Northgate,2026-06-27,Frozen,2,7.96,pickup,True,15.92,False
20453,CUST0183,Brookhaven,2026-06-27,Produce,8,3.18,delivery,True,25.44,False
20454,CUST0063,Brookhaven,2026-06-27,Pantry,4,5.48,pickup,True,21.92,False
20455,CUST0147,Elmsford,2026-06-27,Frozen,1,4.84,pickup,True,4.84,True
20456,CUST0301,Cedar Falls,2026-06-27,Dairy,2,3.56,pickup,True,7.12,False
20457,CUST0236,Northgate,2026-06-27,Dairy,2,3.52,pickup,True,7.04,False
20458,CUST0263,Elmsford,2026-06-27,Household,1,10.63,pickup,True,10.63,False
20459,CUST0305,Elmsford,2026-06-27,Household,1,8.43,pickup,True,8.43,False
20460,CUST0287,Cedar Falls,2026-06-27,Frozen,4,6.81,delivery,True,27.24,False
20461,CUST0081,Northgate,2026-06-27,Frozen,1,6.51,delivery,True,6.51,False
20462,CUST0218,Cedar Falls,2026-06-27,Produce,1,2.38,pickup,True,2.38,False
20463,CUST0322,Elmsford,2026-06-27,Frozen,2,5.52,pickup,True,11.04,False
20464,CUST0228,Brookhaven,2026-06-27,Pantry,3,4.13,delivery,True,12.39,False
20465,CUST0177,Northgate,2026-06-27,Pantry,6,4.33,delivery,True,25.98,False
20466,CUST0083,Elmsford,2026-06-27,Household,3,7.82,pickup,True,23.46,False
20467,CUST0158,Northgate,2026-06-27,Bakery,3,3.87,delivery,True,11.61,False
20468,CUST0302,Elmsford,2026-06-27,Bakery,1,3.94,delivery,True,3.94,False
20469,CUST0150,Elmsford,2026-06-27,Frozen,3,5.86,pickup,True,17.58,False
20470,CUST0198,Elmsford,2026-06-27,Beverages,1,4.02,pickup,True,4.02,True
20471,CUST0237,Elmsford,2026-06-27,Pantry,6,4.15,pickup,True,24.9,False
20472,CUST0233,Northgate,2026-06-27,Meat,1,12.82,delivery,True,12.82,False
20473,CUST0204,Elmsford,2026-06-27,Pantry,5,3.48,pickup,False,17.4,False
20474,CUST0172,Northgate,2026-06-27,Bakery,1,4.38,delivery,True,4.38,False
20475,CUST0170,Cedar Falls,2026-06-28,Bakery,1,4.0,pickup,True,4.0,False
20476,CUST0137,Brookhaven,2026-06-28,Bakery,3,5.68,delivery,True,17.04,False
20477,CUST0075,Northgate,2026-06-28,Pantry,6,5.08,delivery,True,30.48,False
20478,CUST0151,Cedar Falls,2026-06-28,Produce,4,3.34,pickup,True,13.36,False
20479,CUST0104,Brookhaven,2026-06-28,Meat,2,7.79,pickup,True,15.58,False
20480,CUST0273,Northgate,2026-06-28,Household,3,7.24,pickup,True,21.72,False
20481,CUST0205,Elmsford,2026-06-28,Pantry,2,3.03,delivery,True,6.06,False
20482,CUST0177,Elmsford,2026-06-28,Bakery,3,4.37,pickup,True,13.11,False
20483,CUST0288,Brookhaven,2026-06-28,Bakery,1,4.29,pickup,True,4.29,False
20484,CUST0080,Brookhaven,2026-06-28,Dairy,1,3.28,pickup,True,3.28,False
20485,CUST0111,Cedar Falls,2026-06-28,Bakery,1,5.41,delivery,True,5.41,False
20486,CUST0262,Northgate,2026-06-28,Bakery,2,3.04,pickup,True,6.08,False
20487,CUST0324,Elmsford,2026-06-28,Bakery,2,3.86,delivery,True,7.72,False
20488,CUST0287,Elmsford,2026-06-28,Bakery,1,3.72,delivery,True,3.72,True
20489,CUST0330,Northgate,2026-06-28,Dairy,4,3.29,pickup,True,13.16,True
20490,CUST0013,Northgate,2026-06-28,Meat,2,7.28,delivery,True,14.56,False
20491,CUST0119,Elmsford,2026-06-28,Meat,2,7.43,delivery,False,14.86,False
20492,CUST0042,Northgate,2026-06-29,Dairy,4,3.21,pickup,True,12.84,False
20493,CUST0258,Cedar Falls,2026-06-29,Pantry,4,6.38,delivery,True,25.52,False
20494,CUST0279,Cedar Falls,2026-06-29,Produce,7,3.12,delivery,False,21.84,False
20495,CUST0136,Brookhaven,2026-06-29,Produce,6,3.19,pickup,True,19.14,False
20496,CUST0168,Elmsford,2026-06-29,Beverages,5,3.79,pickup,True,18.95,False
20497,CUST0041,Cedar Falls,2026-06-29,Frozen,1,5.97,pickup,True,5.97,False
20498,CUST0294,Brookhaven,2026-06-29,Meat,1,8.07,pickup,True,8.07,False
20499,CUST0329,Elmsford,2026-06-29,Pantry,6,4.54,delivery,True,27.24,False
20500,CUST0075,Northgate,2026-06-29,Household,1,5.27,delivery,True,5.27,False
20501,CUST0226,Elmsford,2026-06-29,Meat,2,14.3,pickup,True,28.6,False
20502,CUST0302,Elmsford,2026-06-29,Produce,8,3.04,delivery,True,24.32,False
20503,CUST0150,Elmsford,2026-06-29,Household,2,9.02,delivery,True,18.04,True
20504,CUST0184,Northgate,2026-06-29,Meat,3,8.7,delivery,True,26.1,False
20505,CUST0254,Brookhaven,2026-06-29,Frozen,1,6.2,delivery,False,6.2,False
20506,CUST0218,Brookhaven,2026-06-29,Pantry,1,4.65,pickup,True,4.65,False
20507,CUST0312,Cedar Falls,2026-06-29,Beverages,1,4.89,delivery,True,4.89,False
20508,CUST0174,Elmsford,2026-06-29,Beverages,6,4.07,pickup,True,24.42,False
20509,CUST0197,Elmsford,2026-06-29,Produce,5,3.52,delivery,True,17.6,False
20510,CUST0079,Elmsford,2026-06-30,Household,1,6.24,delivery,True,6.24,False
20511,CUST0057,Elmsford,2026-06-30,Beverages,4,3.57,pickup,True,14.28,False
20512,CUST0045,Cedar Falls,2026-06-30,Bakery,2,4.36,pickup,True,8.72,False
20513,CUST0124,Brookhaven,2026-06-30,Meat,2,9.31,pickup,True,18.62,False
20514,CUST0148,Brookhaven,2026-06-30,Bakery,3,3.3,pickup,True,9.9,False
20515,CUST0294,Cedar Falls,2026-06-30,Bakery,1,4.98,delivery,True,4.98,False
20516,CUST0079,Northgate,2026-06-30,Meat,1,11.75,pickup,True,11.75,False
20517,CUST0119,Brookhaven,2026-06-30,Dairy,2,2.53,pickup,True,5.06,False
20518,CUST0327,Brookhaven,2026-06-30,Frozen,4,5.69,pickup,True,22.76,False
20519,CUST0011,Elmsford,2026-06-30,Bakery,3,3.55,pickup,True,10.65,False
20520,CUST0050,Elmsford,2026-06-30,Produce,3,3.02,delivery,True,9.06,False
20521,CUST0117,Cedar Falls,2026-06-30,Household,1,6.21,pickup,True,6.21,False
20522,CUST0098,Cedar Falls,2026-06-30,Meat,3,8.67,pickup,True,26.01,False
20523,CUST0150,Northgate,2026-07-01,Frozen,2,6.6,pickup,True,13.2,False
20524,CUST0094,Northgate,2026-07-01,Dairy,1,3.2,delivery,True,3.2,False
20525,CUST0212,Elmsford,2026-07-01,Dairy,5,3.63,pickup,True,18.15,False
20526,CUST0233,Cedar Falls,2026-07-01,Beverages,6,4.45,delivery,True,26.7,False
20527,CUST0091,Northgate,2026-07-01,Produce,1,3.34,pickup,False,3.34,False
20528,CUST0050,Northgate,2026-07-01,Dairy,3,3.54,pickup,True,10.62,False
20529,CUST0276,Elmsford,2026-07-01,Pantry,1,4.05,delivery,True,4.05,False
20530,CUST0147,Cedar Falls,2026-07-01,Produce,7,2.83,pickup,True,19.81,False
20531,CUST0301,Northgate,2026-07-01,Produce,2,2.19,delivery,True,4.38,False
20532,CUST0216,Brookhaven,2026-07-01,Beverages,2,2.45,pickup,True,4.9,False
20533,CUST0284,Cedar Falls,2026-07-01,Produce,7,2.85,delivery,True,19.95,False
20534,CUST0102,Brookhaven,2026-07-01,Dairy,1,3.08,pickup,True,3.08,False
20535,CUST0203,Northgate,2026-07-02,Meat,3,9.4,delivery,True,28.2,False
20536,CUST0245,Cedar Falls,2026-07-02,Bakery,3,3.19,pickup,True,9.57,False
20537,CUST0288,Elmsford,2026-07-02,Produce,1,3.39,delivery,True,3.39,False
20538,CUST0037,Brookhaven,2026-07-02,Beverages,5,4.56,pickup,True,22.8,False
20539,CUST0052,Elmsford,2026-07-02,Beverages,2,4.5,pickup,True,9.0,False
20540,CUST0202,Northgate,2026-07-02,Produce,1,2.24,delivery,True,2.24,False
20541,CUST0214,Cedar Falls,2026-07-02,Bakery,2,3.29,pickup,True,6.58,False
20542,CUST0147,Cedar Falls,2026-07-02,Produce,4,2.58,pickup,True,10.32,False
20543,CUST0252,Cedar Falls,2026-07-02,Produce,7,3.05,pickup,True,21.35,False
20544,CUST0282,Brookhaven,2026-07-02,Pantry,3,4.16,pickup,True,12.48,False
20545,CUST0301,Northgate,2026-07-02,Bakery,1,4.24,delivery,True,4.24,False
20546,CUST0340,Elmsford,2026-07-02,Bakery,1,2.18,pickup,True,2.18,False
20547,CUST0155,Cedar Falls,2026-07-02,Dairy,5,3.67,pickup,True,18.35,False
20548,CUST0325,Brookhaven,2026-07-03,Meat,2,9.11,pickup,True,18.22,False
20549,CUST0159,Elmsford,2026-07-03,Pantry,1,5.08,pickup,True,5.08,False
20550,CUST0111,Elmsford,2026-07-03,Bakery,2,4.93,pickup,True,9.86,False
20551,CUST0155,Elmsford,2026-07-03,Household,3,7.37,delivery,True,22.11,False
20552,CUST0148,Elmsford,2026-07-03,Dairy,5,3.29,delivery,True,16.45,False
20553,CUST0163,Cedar Falls,2026-07-03,Produce,7,2.27,pickup,True,15.89,False
20554,CUST0246,Cedar Falls,2026-07-03,Beverages,2,5.24,pickup,True,10.48,False
20555,CUST0202,Elmsford,2026-07-04,Household,2,6.77,delivery,False,13.54,False
20556,CUST0007,Elmsford,2026-07-04,Beverages,4,4.06,delivery,True,16.24,False
20557,CUST0158,Cedar Falls,2026-07-04,Frozen,3,4.57,pickup,True,13.71,False
20558,CUST0147,Elmsford,2026-07-04,Produce,3,2.76,delivery,True,8.28,False
20559,CUST0286,Brookhaven,2026-07-04,Produce,3,2.86,delivery,False,8.58,False
20560,CUST0089,Elmsford,2026-07-04,Beverages,5,4.87,delivery,False,24.35,True
20561,CUST0026,Northgate,2026-07-04,Beverages,1,3.07,delivery,True,3.07,False
20562,CUST0075,Cedar Falls,2026-07-04,Dairy,3,3.76,pickup,True,11.28,False
20563,CUST0268,Cedar Falls,2026-07-04,Pantry,3,5.69,delivery,True,17.07,False
20564,CUST0132,Elmsford,2026-07-04,Dairy,1,4.02,pickup,True,4.02,False
20565,CUST0041,Brookhaven,2026-07-04,Meat,1,9.63,pickup,True,9.63,False
20566,CUST0058,Cedar Falls,2026-07-04,Beverages,5,4.42,pickup,True,22.1,False
20567,CUST0111,Cedar Falls,2026-07-04,Pantry,3,7.25,pickup,True,21.75,False
20568,CUST0080,Northgate,2026-07-04,Bakery,2,4.65,pickup,True,9.3,False
20569,CUST0228,Cedar Falls,2026-07-04,Household,3,2.29,pickup,True,6.87,False
20570,CUST0056,Northgate,2026-07-04,Bakery,2,5.58,pickup,True,11.16,False
20571,CUST0056,Cedar Falls,2026-07-04,Frozen,1,5.39,delivery,False,5.39,True
20572,CUST0011,Elmsford,2026-07-04,Beverages,4,5.06,delivery,True,20.24,False
20573,CUST0068,Elmsford,2026-07-05,Produce,3,2.4,pickup,True,7.2,False
20574,CUST0288,Cedar Falls,2026-07-05,Household,2,5.67,pickup,True,11.34,True
20575,CUST0014,Brookhaven,2026-07-05,Household,2,7.87,pickup,True,15.74,False
20576,CUST0058,Elmsford,2026-07-05,Pantry,6,6.51,pickup,True,39.06,False
20577,CUST0205,Northgate,2026-07-05,Beverages,2,3.98,pickup,True,7.96,False
20578,CUST0032,Elmsford,2026-07-05,Meat,1,11.67,delivery,True,11.67,False
20579,CUST0204,Cedar Falls,2026-07-05,Produce,7,1.69,pickup,True,11.83,False
20580,CUST0339,Elmsford,2026-07-05,Pantry,4,2.99,pickup,True,11.96,False
20581,CUST0276,Elmsford,2026-07-05,Household,3,8.2,pickup,True,24.6,False
20582,CUST0054,Elmsford,2026-07-05,Beverages,4,3.51,pickup,True,14.04,False
20583,CUST0197,Brookhaven,2026-07-05,Meat,2,11.89,pickup,True,23.78,False
20584,CUST0094,Elmsford,2026-07-05,Pantry,3,3.56,pickup,True,10.68,False
20585,CUST0074,Northgate,2026-07-05,Produce,7,1.98,delivery,True,13.86,False
20586,CUST0085,Elmsford,2026-07-05,Household,1,6.29,delivery,True,6.29,False
20587,CUST0112,Brookhaven,2026-07-05,Produce,3,2.33,pickup,True,6.99,False
20588,CUST0138,Brookhaven,2026-07-05,Produce,3,3.65,pickup,True,10.95,False
20589,CUST0044,Elmsford,2026-07-06,Bakery,3,5.19,pickup,True,15.57,False
20590,CUST0270,Cedar Falls,2026-07-06,Frozen,3,6.63,pickup,True,19.89,True
20591,CUST0202,Elmsford,2026-07-06,Dairy,5,4.02,pickup,True,20.1,False
20592,CUST0059,Elmsford,2026-07-06,Frozen,2,8.37,pickup,True,16.74,False
20593,CUST0059,Brookhaven,2026-07-06,Beverages,4,4.78,delivery,True,19.12,False
20594,CUST0132,Cedar Falls,2026-07-06,Frozen,2,4.83,pickup,True,9.66,False
20595,CUST0119,Cedar Falls,2026-07-06,Dairy,5,3.19,pickup,True,15.95,False
20596,CUST0257,Northgate,2026-07-06,Household,1,6.82,pickup,True,6.82,False
20597,CUST0085,Cedar Falls,2026-07-06,Pantry,2,2.91,delivery,True,5.82,False
20598,CUST0271,Elmsford,2026-07-06,Dairy,2,3.26,pickup,True,6.52,False
20599,CUST0335,Northgate,2026-07-06,Beverages,2,3.92,delivery,True,7.84,False
20600,CUST0118,Elmsford,2026-07-06,Household,1,7.87,pickup,True,7.87,False
20601,CUST0206,Elmsford,2026-07-06,Pantry,3,4.21,delivery,True,12.63,False
20602,CUST0165,Brookhaven,2026-07-06,Frozen,3,4.66,pickup,True,13.98,False
20603,CUST0006,Elmsford,2026-07-06,Pantry,5,4.48,pickup,True,22.4,False
20604,CUST0308,Cedar Falls,2026-07-06,Meat,1,11.63,pickup,True,11.63,False
20605,CUST0115,Cedar Falls,2026-07-07,Household,2,7.73,delivery,True,15.46,False
20606,CUST0200,Brookhaven,2026-07-07,Household,3,5.03,delivery,True,15.09,False
20607,CUST0286,Cedar Falls,2026-07-07,Bakery,2,4.63,pickup,True,9.26,False
20608,CUST0078,Elmsford,2026-07-07,Beverages,2,4.05,delivery,True,8.1,False
20609,CUST0020,Northgate,2026-07-07,Bakery,2,3.41,pickup,True,6.82,False
20610,CUST0008,Cedar Falls,2026-07-07,Frozen,2,5.21,pickup,True,10.42,False
20611,CUST0259,Elmsford,2026-07-07,Produce,4,2.8,delivery,True,11.2,False
20612,CUST0311,Elmsford,2026-07-07,Meat,1,9.88,pickup,True,9.88,False
20613,CUST0106,Cedar Falls,2026-07-07,Dairy,1,4.05,pickup,True,4.05,False
20614,CUST0107,Elmsford,2026-07-07,Dairy,5,3.37,delivery,True,16.85,False
20615,CUST0273,Cedar Falls,2026-07-07,Frozen,1,6.01,pickup,True,6.01,False
20616,CUST0159,Elmsford,2026-07-07,Frozen,2,6.22,pickup,True,12.44,False
20617,CUST0232,Northgate,2026-07-07,Household,3,5.83,delivery,True,17.49,False
20618,CUST0240,Elmsford,2026-07-08,Bakery,3,4.67,pickup,True,14.01,False
20619,CUST0315,Cedar Falls,2026-07-08,Frozen,1,6.71,pickup,True,6.71,False
